user_id,total_orders,avg_days_between_orders,avg_basket_size,reorder_rate_pct,total_items_purchased,segment
144465,7,25.17,4.86,47.06,34,2
144466,5,25.25,2.0,60.0,10,2
144467,8,16.57,2.25,50.0,18,0
144468,14,15.38,5.57,17.95,78,2
144469,13,16.75,15.54,34.16,202,1
144470,4,30.0,7.0,28.57,28,2
144471,3,25.5,7.67,0.0,23,2
144472,5,30.0,1.8,22.22,9,2
144473,6,2.2,2.67,18.75,16,0
144474,7,21.0,5.29,40.54,37,2
144475,26,11.56,11.08,69.79,288,0
144476,4,1.67,5.5,4.55,22,0
144477,3,20.0,5.67,11.76,17,2
144478,7,19.17,14.43,25.74,101,2
144479,23,13.59,13.04,33.33,300,0
144480,3,10.5,8.0,8.33,24,2
144481,51,7.06,9.49,63.43,484,3
144482,5,9.0,6.4,15.63,32,0
144483,22,15.81,8.59,57.67,189,0
144484,6,8.0,14.5,27.59,87,0
144485,9,12.88,8.67,48.72,78,0
144486,24,12.0,14.92,38.27,358,1
144487,6,26.0,26.0,55.77,156,1
144488,4,22.0,6.25,40.0,25,2
144489,68,5.36,9.28,68.46,631,3
144490,14,18.23,8.5,46.22,119,0
144491,7,27.67,8.43,38.98,59,2
144492,11,24.7,3.64,55.0,40,2
144493,5,12.25,20.6,29.13,103,1
144494,24,7.3,9.58,43.04,230,0
144495,25,9.71,11.44,67.48,286,0
144496,15,15.57,9.93,67.11,149,0
144497,9,11.13,9.89,41.57,89,0
144498,15,11.0,3.33,60.0,50,0
144499,46,7.87,9.09,55.26,418,3
144500,6,21.6,5.0,16.67,30,2
144501,45,7.84,2.47,85.59,111,3
144502,14,8.92,9.5,38.35,133,0
144503,3,27.0,6.33,26.32,19,2
144504,16,14.4,9.0,27.08,144,0
144505,38,9.24,21.5,79.93,817,3
144506,7,7.33,7.29,52.94,51,0
144507,20,16.84,18.4,70.65,368,1
144508,8,18.71,7.5,26.67,60,2
144509,22,13.62,11.64,49.61,256,0
144510,3,19.5,1.33,25.0,4,2
144511,9,18.75,6.44,17.24,58,2
144512,56,6.2,4.63,55.21,259,3
144513,13,5.42,4.62,73.33,60,0
144514,13,18.42,8.38,39.45,109,2
144515,13,16.42,1.77,73.91,23,0
144516,41,8.97,13.0,60.79,533,3
144517,11,23.5,10.0,28.18,110,2
144518,5,21.75,4.6,21.74,23,2
144519,23,11.68,9.3,42.06,214,0
144520,36,8.17,15.69,80.18,565,3
144521,4,8.67,6.5,34.62,26,0
144522,7,19.33,6.71,19.15,47,2
144523,7,15.0,5.29,56.76,37,0
144524,27,11.5,7.26,40.31,196,0
144525,7,14.33,18.57,54.62,130,1
144526,12,8.27,6.25,21.33,75,0
144527,12,23.73,3.83,67.39,46,0
144528,7,24.5,2.57,77.78,18,0
144529,7,14.0,11.0,62.34,77,0
144530,24,7.96,10.71,50.97,257,0
144531,6,14.6,13.17,16.46,79,2
144532,10,19.78,5.3,18.87,53,2
144533,3,29.5,5.67,52.94,17,2
144534,5,29.5,13.2,27.27,66,2
144535,10,20.0,15.6,21.15,156,2
144536,7,24.0,3.14,18.18,22,2
144537,5,30.0,15.8,36.71,79,2
144538,11,20.2,9.18,24.75,101,2
144539,5,8.75,19.2,10.42,96,1
144540,20,9.16,19.75,46.84,395,1
144541,7,22.83,3.0,9.52,21,2
144542,85,4.23,5.96,71.99,507,3
144543,29,5.14,7.72,77.68,224,3
144544,12,7.82,4.5,66.67,54,0
144545,3,3.0,3.33,50.0,10,0
144546,4,23.33,14.75,38.98,59,2
144547,3,25.5,10.33,45.16,31,2
144548,45,7.64,10.84,61.27,488,3
144549,11,16.3,4.91,55.56,54,0
144550,33,10.69,12.55,72.22,414,3
144551,16,12.93,6.5,59.62,104,0
144552,4,30.0,5.75,30.43,23,2
144553,31,10.87,20.77,81.06,644,1
144554,19,15.0,22.32,81.37,424,1
144555,3,21.5,1.0,66.67,3,0
144556,9,15.0,5.33,20.83,48,2
144557,5,15.75,10.0,28.0,50,2
144558,11,18.9,9.45,46.15,104,0
144559,9,18.25,16.22,45.89,146,1
144560,6,16.2,14.67,26.14,88,1
144561,48,7.62,18.46,88.71,886,3
144562,14,15.38,8.43,58.47,118,0
144563,17,10.13,5.41,28.26,92,0
144564,16,17.27,9.06,41.38,145,0
144565,26,9.08,7.85,45.59,204,0
144566,5,18.5,1.4,28.57,7,2
144567,8,29.0,9.38,32.0,75,2
144568,5,5.0,5.4,37.04,27,0
144569,3,30.0,11.67,2.86,35,2
144570,14,18.23,10.5,58.5,147,0
144571,87,4.23,6.98,59.14,607,3
144572,7,30.0,12.71,50.56,89,2
144573,6,10.6,12.17,49.32,73,0
144574,3,24.5,11.0,18.18,33,2
144575,7,25.67,13.0,42.86,91,2
144576,4,27.0,8.0,31.25,32,2
144577,4,4.0,4.25,23.53,17,0
144578,3,30.0,11.67,14.29,35,2
144579,12,16.45,6.25,25.33,75,2
144580,19,16.17,2.53,64.58,48,0
144581,15,22.14,12.8,58.85,192,1
144582,17,14.63,3.65,38.71,62,0
144583,15,20.21,9.0,47.41,135,0
144584,10,17.44,2.0,50.0,20,0
144585,5,20.5,16.0,13.75,80,2
144586,3,30.0,4.67,0.0,14,2
144587,5,22.25,6.6,24.24,33,2
144588,6,24.0,1.17,71.43,7,0
144589,10,11.11,9.1,42.86,91,0
144590,37,8.58,12.84,49.89,475,3
144591,10,16.56,2.7,66.67,27,0
144592,12,15.64,6.83,32.93,82,0
144593,26,9.6,13.77,71.79,358,3
144594,9,5.88,9.78,29.55,88,0
144595,23,11.32,10.3,55.27,237,0
144596,9,15.38,14.44,18.46,130,2
144597,3,10.0,11.67,25.71,35,0
144598,50,3.65,7.78,61.7,389,3
144599,11,17.6,11.45,61.11,126,0
144600,19,9.83,11.89,35.4,226,0
144601,3,7.0,20.0,31.67,60,1
144602,3,19.0,15.0,31.11,45,1
144603,4,22.0,19.25,11.69,77,1
144604,10,19.11,10.9,34.86,109,2
144605,4,24.67,4.5,27.78,18,2
144606,7,20.0,11.71,40.24,82,2
144607,3,12.5,7.0,28.57,21,0
144608,4,11.67,5.5,9.09,22,2
144609,12,21.0,4.08,24.49,49,2
144610,9,22.13,12.78,43.48,115,2
144611,6,18.2,6.5,7.69,39,2
144612,15,17.79,14.6,35.16,219,1
144613,3,7.0,17.67,41.51,53,1
144614,18,13.47,7.83,50.35,141,0
144615,19,16.5,5.95,51.33,113,0
144616,95,3.83,9.53,70.83,905,3
144617,16,13.47,8.0,54.69,128,0
144618,9,19.0,11.56,38.46,104,2
144619,8,17.14,2.0,37.5,16,0
144620,11,8.8,24.64,70.11,271,1
144621,5,20.25,13.6,25.0,68,2
144622,4,14.67,10.25,31.71,41,0
144623,4,25.0,5.5,4.55,22,2
144624,8,24.71,1.88,60.0,15,2
144625,5,8.0,4.6,17.39,23,0
144626,46,7.6,6.26,65.63,288,3
144627,7,18.5,3.43,45.83,24,0
144628,33,10.53,1.18,89.74,39,3
144629,20,17.89,3.35,61.19,67,0
144630,16,17.13,11.63,29.57,186,2
144631,6,11.0,3.67,72.73,22,0
144632,11,19.3,13.27,52.74,146,1
144633,13,15.75,15.23,55.05,198,1
144634,4,26.33,6.5,42.31,26,2
144635,4,22.0,10.75,18.6,43,2
144636,3,7.0,4.67,21.43,14,0
144637,49,7.23,17.92,78.13,878,3
144638,7,13.5,9.0,20.63,63,2
144639,37,7.86,22.11,77.63,818,3
144640,31,5.43,8.58,59.02,266,3
144641,8,17.43,9.38,72.0,75,0
144642,9,13.38,12.22,47.27,110,0
144643,6,7.8,16.5,23.23,99,1
144644,3,19.0,14.0,9.52,42,2
144645,3,10.5,11.33,38.24,34,0
144646,3,30.0,11.67,8.57,35,2
144647,37,8.56,4.76,79.55,176,3
144648,4,20.67,2.75,27.27,11,2
144649,5,19.75,13.4,17.91,67,2
144650,3,5.0,2.33,28.57,7,0
144651,16,6.27,8.63,50.0,138,0
144652,5,25.25,5.8,44.83,29,2
144653,9,12.38,13.44,41.32,121,0
144654,23,9.41,4.91,48.67,113,0
144655,49,7.23,13.49,74.13,661,3
144656,3,14.5,20.0,11.67,60,1
144657,16,14.67,4.13,30.3,66,0
144658,5,6.75,11.2,53.57,56,0
144659,3,28.0,6.0,11.11,18,2
144660,9,10.63,3.78,38.24,34,0
144661,3,19.0,6.67,20.0,20,2
144662,9,23.88,2.78,48.0,25,2
144663,3,20.5,8.0,33.33,24,2
144664,5,24.75,6.8,8.82,34,2
144665,7,10.33,20.43,24.48,143,1
144666,6,12.6,11.5,31.88,69,0
144667,17,18.25,1.53,61.54,26,0
144668,31,9.03,10.42,58.82,323,3
144669,7,27.0,3.71,69.23,26,2
144670,3,16.5,3.33,20.0,10,2
144671,5,12.5,10.8,35.19,54,0
144672,11,16.6,6.82,34.67,75,0
144673,6,9.6,3.0,22.22,18,0
144674,39,9.13,3.74,72.6,146,3
144675,29,10.54,9.69,59.07,281,0
144676,6,13.0,6.17,16.22,37,2
144677,5,27.5,4.0,35.0,20,2
144678,6,16.6,6.5,23.08,39,2
144679,17,15.31,13.0,60.18,221,0
144680,10,25.89,12.0,39.17,120,2
144681,13,16.33,15.54,49.5,202,1
144682,21,7.15,4.19,70.45,88,0
144683,3,30.0,8.0,8.33,24,2
144684,26,9.56,12.58,49.54,327,0
144685,9,22.13,27.89,51.39,251,1
144686,5,21.0,6.0,33.33,30,2
144687,31,10.27,10.94,46.02,339,0
144688,3,16.0,12.67,23.68,38,2
144689,22,14.76,16.82,72.97,370,1
144690,19,14.72,11.95,48.46,227,0
144691,3,18.5,10.0,6.67,30,2
144692,11,9.7,14.45,49.06,159,1
144693,5,13.5,4.2,52.38,21,0
144694,9,17.13,9.67,34.48,87,2
144695,9,13.13,2.11,31.58,19,0
144696,3,18.0,14.67,22.73,44,2
144697,49,4.63,10.06,80.93,493,3
144698,3,6.5,10.0,6.67,30,0
144699,4,29.33,12.25,22.45,49,2
144700,16,12.33,4.75,61.84,76,0
144701,8,18.57,8.38,37.31,67,2
144702,9,8.25,16.44,26.35,148,1
144703,3,25.0,1.67,60.0,5,2
144704,25,11.17,17.0,60.0,425,1
144705,13,8.83,10.46,50.0,136,0
144706,8,7.57,6.75,33.33,54,0
144707,6,11.2,4.33,11.54,26,2
144708,28,10.41,6.25,42.29,175,0
144709,3,30.0,8.33,0.0,25,2
144710,11,16.1,11.64,46.88,128,0
144711,3,10.5,6.33,26.32,19,0
144712,4,3.33,6.0,20.83,24,0
144713,5,15.5,11.6,29.31,58,2
144714,4,9.0,12.0,25.0,48,0
144715,3,10.5,7.33,27.27,22,0
144716,11,21.3,1.18,76.92,13,0
144717,6,20.2,6.17,16.22,37,2
144718,19,15.28,12.89,40.0,245,0
144719,4,16.33,13.5,27.78,54,2
144720,39,4.55,8.08,71.75,315,3
144721,5,17.75,3.8,31.58,19,2
144722,5,25.25,12.6,19.05,63,2
144723,7,24.5,5.29,48.65,37,2
144724,4,18.33,3.0,16.67,12,2
144725,35,8.94,14.6,79.26,511,3
144726,11,24.5,26.0,62.59,286,1
144727,16,13.8,10.75,45.35,172,0
144728,8,13.0,8.63,53.62,69,0
144729,3,1.5,7.0,0.0,21,0
144730,7,18.83,5.86,29.27,41,2
144731,4,30.0,18.5,32.43,74,1
144732,3,22.0,9.33,25.0,28,2
144733,5,3.25,6.6,12.12,33,0
144734,26,8.8,4.81,31.2,125,0
144735,9,8.5,5.44,61.22,49,0
144736,29,12.36,20.45,57.17,593,1
144737,3,18.0,4.0,25.0,12,2
144738,12,16.0,7.33,37.5,88,0
144739,8,19.29,7.88,50.79,63,0
144740,4,20.0,5.0,15.0,20,2
144741,5,12.75,1.2,66.67,6,0
144742,18,11.06,8.72,19.11,157,0
144743,5,20.25,5.6,28.57,28,2
144744,10,17.0,8.1,35.8,81,2
144745,4,28.67,8.5,0.0,34,2
144746,3,30.0,26.0,35.9,78,1
144747,7,18.33,9.57,41.79,67,2
144748,11,6.8,3.27,33.33,36,0
144749,3,7.0,22.0,7.58,66,1
144750,88,4.13,21.45,85.38,1888,3
144751,6,15.2,6.33,7.89,38,2
144752,4,3.33,8.0,12.5,32,0
144753,33,6.44,4.94,87.12,163,3
144754,17,13.0,7.59,59.69,129,0
144755,15,15.57,8.6,47.29,129,0
144756,40,6.64,16.15,75.23,646,3
144757,6,8.2,25.5,41.18,153,1
144758,3,17.0,8.0,20.83,24,2
144759,4,7.33,6.75,22.22,27,0
144760,10,19.11,4.7,34.04,47,2
144761,4,9.33,12.5,32.0,50,0
144762,4,30.0,10.0,20.0,40,2
144763,15,16.07,4.93,43.24,74,0
144764,5,28.25,10.0,24.0,50,2
144765,9,7.25,7.11,42.19,64,0
144766,4,17.33,8.5,5.88,34,2
144767,11,8.2,8.36,64.13,92,0
144768,7,7.17,12.43,12.64,87,0
144769,8,25.71,4.63,18.92,37,2
144770,4,6.33,9.0,41.67,36,0
144771,14,7.77,9.64,44.44,135,0
144772,13,26.75,6.54,85.88,85,0
144773,74,4.89,14.93,77.01,1105,3
144774,15,13.0,15.47,53.02,232,1
144775,4,25.33,18.75,29.33,75,1
144776,33,10.59,28.09,79.94,927,1
144777,12,12.55,6.5,43.59,78,0
144778,3,12.0,15.33,28.26,46,1
144779,3,17.0,15.67,25.53,47,1
144780,13,18.17,9.08,45.76,118,0
144781,31,6.43,12.74,48.35,395,0
144782,16,18.6,2.75,68.18,44,0
144783,6,13.0,8.5,15.69,51,2
144784,54,5.3,17.41,84.04,940,3
144785,12,8.91,22.5,54.81,270,1
144786,9,19.38,5.0,33.33,45,2
144787,7,21.67,15.0,28.57,105,2
144788,23,11.18,10.65,57.14,245,0
144789,7,10.17,14.57,43.14,102,1
144790,4,29.67,5.25,9.52,21,2
144791,14,14.0,9.14,47.66,128,0
144792,4,23.0,1.25,60.0,5,2
144793,36,9.94,10.64,82.25,383,3
144794,20,12.84,16.1,41.3,322,1
144795,3,30.0,13.0,28.21,39,2
144796,17,8.5,3.35,70.18,57,0
144797,9,17.38,4.33,30.77,39,2
144798,4,3.67,21.5,12.79,86,1
144799,5,5.25,2.6,38.46,13,0
144800,35,5.71,7.6,72.93,266,3
144801,5,16.25,4.2,9.52,21,2
144802,39,7.13,12.26,64.85,478,3
144803,57,2.04,3.53,79.1,201,3
144804,23,14.59,2.7,58.06,62,0
144805,99,2.33,5.88,62.71,582,3
144806,15,8.21,9.6,37.5,144,0
144807,8,22.43,5.88,34.04,47,2
144808,5,24.5,16.2,12.35,81,2
144809,8,5.43,8.38,43.28,67,0
144810,22,13.81,9.45,44.23,208,0
144811,3,15.5,13.67,4.88,41,2
144812,10,20.33,6.3,44.44,63,2
144813,5,23.5,3.2,12.5,16,2
144814,3,30.0,10.33,0.0,31,2
144815,34,9.0,3.26,56.76,111,0
144816,12,2.73,5.17,62.9,62,0
144817,3,26.0,12.33,2.7,37,2
144818,6,19.2,12.0,29.17,72,2
144819,27,7.69,11.44,57.28,309,0
144820,14,18.38,10.36,31.72,145,2
144821,5,20.25,9.8,28.57,49,2
144822,68,5.36,6.97,74.26,474,3
144823,10,12.33,6.3,39.68,63,0
144824,13,18.42,11.15,46.9,145,0
144825,22,11.62,16.36,71.11,360,1
144826,8,24.71,5.63,37.78,45,2
144827,3,30.0,3.67,45.45,11,2
144828,3,17.5,10.0,13.33,30,2
144829,24,11.39,17.71,66.59,425,1
144830,36,9.46,14.64,54.46,527,3
144831,10,15.11,14.9,28.86,149,1
144832,21,4.25,11.48,38.59,241,0
144833,12,17.0,5.83,58.57,70,0
144834,9,9.38,7.78,57.14,70,0
144835,55,6.54,4.85,88.01,267,3
144836,27,10.46,10.15,68.98,274,0
144837,59,5.69,7.03,69.88,415,3
144838,10,24.44,11.9,42.86,119,2
144839,10,21.44,1.2,41.67,12,2
144840,14,10.08,10.79,37.75,151,0
144841,9,18.25,9.67,48.28,87,0
144842,36,8.09,8.86,49.22,319,3
144843,4,28.0,10.75,13.95,43,2
144844,17,16.13,5.41,51.09,92,0
144845,15,17.0,12.87,47.15,193,1
144846,41,8.25,13.41,70.55,550,3
144847,16,13.07,8.31,60.9,133,0
144848,4,9.33,3.0,33.33,12,0
144849,3,8.0,6.33,21.05,19,0
144850,13,20.5,9.62,26.4,125,2
144851,16,6.07,15.38,67.89,246,1
144852,47,7.07,13.72,69.92,645,3
144853,18,6.24,3.33,61.67,60,0
144854,4,30.0,7.75,6.45,31,2
144855,14,16.15,5.57,29.49,78,0
144856,3,10.5,14.33,9.3,43,2
144857,7,27.33,10.57,40.54,74,2
144858,7,15.67,18.14,32.28,127,1
144859,4,22.33,13.25,7.55,53,2
144860,10,7.22,6.2,79.03,62,0
144861,5,15.75,6.8,35.29,34,0
144862,3,15.0,3.33,0.0,10,2
144863,23,14.32,18.57,62.76,427,1
144864,5,14.75,17.6,21.59,88,1
144865,9,8.75,6.56,40.68,59,0
144866,9,13.13,9.0,46.91,81,0
144867,3,10.0,11.0,18.18,33,0
144868,6,26.2,6.5,25.64,39,2
144869,48,4.64,26.4,86.27,1267,3
144870,11,22.8,9.18,9.9,101,2
144871,9,18.38,19.22,54.34,173,1
144872,6,22.8,2.5,26.67,15,2
144873,4,11.33,9.25,16.22,37,0
144874,7,22.33,12.0,28.57,84,2
144875,4,14.0,1.25,60.0,5,0
144876,13,17.33,18.15,49.58,236,1
144877,17,14.25,7.94,55.56,135,0
144878,5,6.75,14.6,45.21,73,0
144879,5,7.75,5.6,35.71,28,0
144880,5,8.5,7.6,34.21,38,0
144881,10,16.22,12.9,27.91,129,2
144882,8,21.86,4.5,50.0,36,2
144883,6,30.0,7.5,13.33,45,2
144884,8,25.14,19.13,49.02,153,1
144885,20,11.32,2.7,57.41,54,0
144886,3,10.5,2.67,62.5,8,0
144887,30,3.14,5.67,75.88,170,3
144888,3,10.5,4.33,46.15,13,0
144889,99,2.58,13.73,65.86,1359,3
144890,15,19.57,3.53,64.15,53,0
144891,16,9.27,6.25,69.0,100,0
144892,4,6.67,7.0,14.29,28,0
144893,31,10.1,17.84,67.63,553,1
144894,3,3.0,9.67,6.9,29,0
144895,15,7.93,8.27,29.03,124,0
144896,8,20.43,7.38,49.15,59,2
144897,46,6.87,5.46,72.51,251,3
144898,12,13.18,8.0,32.29,96,0
144899,8,20.43,1.5,58.33,12,0
144900,11,14.7,5.18,21.05,57,2
144901,4,4.67,8.25,45.45,33,0
144902,46,7.93,11.37,91.2,523,3
144903,8,25.29,9.13,13.7,73,2
144904,63,5.53,7.62,71.67,480,3
144905,8,23.71,14.38,30.43,115,2
144906,34,10.91,13.32,60.71,453,3
144907,5,10.75,12.8,46.88,64,0
144908,30,6.76,9.3,70.61,279,3
144909,8,16.43,10.75,33.72,86,2
144910,4,15.0,14.0,41.07,56,1
144911,19,13.17,20.84,70.45,396,1
144912,35,9.47,2.14,54.67,75,0
144913,36,7.37,5.5,64.14,198,3
144914,28,12.7,16.64,78.54,466,1
144915,15,10.86,7.53,57.52,113,0
144916,17,15.19,15.53,70.83,264,1
144917,3,22.0,6.33,0.0,19,2
144918,3,13.0,11.33,29.41,34,0
144919,3,30.0,2.67,0.0,8,2
144920,5,11.5,3.6,22.22,18,0
144921,3,21.0,22.0,13.64,66,1
144922,7,13.33,14.57,26.47,102,1
144923,14,10.31,13.64,55.5,191,0
144924,3,8.0,18.67,21.43,56,1
144925,9,20.75,9.33,40.48,84,2
144926,19,13.44,2.26,53.49,43,0
144927,21,15.05,14.48,48.68,304,1
144928,25,13.42,11.04,51.81,276,0
144929,4,14.0,10.5,16.67,42,2
144930,32,9.84,7.56,61.98,242,3
144931,5,12.75,3.2,6.25,16,2
144932,4,14.0,4.5,11.11,18,2
144933,4,17.33,9.75,25.64,39,2
144934,19,12.72,9.32,71.75,177,0
144935,42,8.1,19.29,72.47,810,3
144936,10,23.44,17.5,56.0,175,1
144937,3,9.0,2.33,42.86,7,0
144938,45,8.09,11.73,57.95,528,3
144939,8,26.14,14.38,59.13,115,1
144940,17,11.13,13.59,39.83,231,0
144941,5,30.0,7.2,58.33,36,2
144942,33,10.88,13.06,59.4,431,3
144943,29,12.46,15.07,73.23,437,3
144944,3,13.5,8.0,16.67,24,2
144945,4,17.33,1.25,20.0,5,2
144946,12,6.36,3.75,60.0,45,0
144947,41,8.22,8.44,81.5,346,3
144948,8,10.86,5.75,15.22,46,0
144949,72,4.94,12.22,77.39,880,3
144950,6,21.8,5.67,17.65,34,2
144951,7,23.0,12.14,45.88,85,2
144952,14,17.46,9.79,46.72,137,0
144953,4,29.0,6.25,28.0,25,2
144954,41,8.72,14.54,71.31,596,3
144955,7,5.83,2.71,31.58,19,0
144956,72,5.03,17.53,80.9,1262,3
144957,4,30.0,8.5,8.82,34,2
144958,48,7.55,12.85,63.05,617,3
144959,16,14.67,6.5,39.42,104,0
144960,6,23.8,32.17,46.63,193,1
144961,13,18.25,16.15,64.76,210,1
144962,8,19.0,14.13,55.75,113,1
144963,71,5.13,7.55,88.99,536,3
144964,8,14.57,4.75,15.79,38,2
144965,10,8.44,8.2,75.61,82,0
144966,17,9.13,4.0,66.18,68,0
144967,4,2.67,18.0,30.56,72,1
144968,10,22.56,23.0,39.57,230,1
144969,23,6.14,2.43,87.5,56,3
144970,34,8.64,2.91,56.57,99,0
144971,4,19.0,3.25,15.38,13,2
144972,99,3.1,10.89,78.57,1078,3
144973,42,7.56,7.05,56.76,296,3
144974,10,19.0,10.6,52.83,106,0
144975,21,13.75,14.81,45.66,311,1
144976,4,4.0,7.25,20.69,29,0
144977,99,2.67,8.12,82.71,804,3
144978,7,18.0,7.43,50.0,52,0
144979,13,21.5,5.69,63.51,74,0
144980,18,17.41,8.39,44.37,151,0
144981,10,19.44,8.7,36.78,87,2
144982,11,20.5,13.73,43.71,151,1
144983,14,20.77,7.71,57.41,108,0
144984,8,16.29,10.5,26.19,84,2
144985,17,9.88,6.65,42.48,113,0
144986,5,22.25,4.4,22.73,22,2
144987,12,11.64,16.08,58.03,193,1
144988,6,9.0,9.5,31.58,57,0
144989,27,5.38,3.78,90.2,102,3
144990,6,16.0,12.5,45.33,75,0
144991,15,15.64,2.13,71.88,32,0
144992,5,18.25,11.8,32.2,59,2
144993,59,6.16,16.56,87.51,977,3
144994,9,13.25,4.78,39.53,43,0
144995,3,10.0,29.33,34.09,88,1
144996,4,19.0,10.75,32.56,43,2
144997,19,10.94,3.21,68.85,61,0
144998,4,14.67,7.5,26.67,30,2
144999,15,16.5,6.67,20.0,100,2
145000,51,7.04,17.84,76.04,910,3
145001,39,8.03,9.92,58.14,387,3
145002,17,11.13,14.59,37.5,248,1
145003,4,23.0,12.5,10.0,50,2
145004,14,19.85,8.36,40.17,117,2
145005,6,11.0,7.17,27.91,43,0
145006,10,11.33,7.4,31.08,74,0
145007,8,15.14,5.5,61.36,44,0
145008,16,18.07,7.88,40.48,126,0
145009,4,17.67,11.25,11.11,45,2
145010,4,13.67,5.5,54.55,22,0
145011,14,8.62,6.57,18.48,92,0
145012,3,30.0,10.67,9.38,32,2
145013,4,14.33,17.5,27.14,70,1
145014,5,19.25,4.0,35.0,20,2
145015,16,15.6,7.56,31.4,121,0
145016,19,9.67,12.89,43.27,245,0
145017,6,27.0,12.33,25.68,74,2
145018,24,9.74,10.54,45.85,253,0
145019,4,7.67,28.0,30.36,112,1
145020,7,17.83,4.0,17.86,28,2
145021,20,8.32,10.7,66.36,214,0
145022,20,13.0,12.6,30.16,252,0
145023,10,16.22,20.3,49.26,203,1
145024,11,16.2,9.0,44.44,99,0
145025,21,15.9,16.81,51.27,353,1
145026,18,11.65,9.44,39.41,170,0
145027,6,24.2,2.17,69.23,13,0
145028,3,30.0,6.67,0.0,20,2
145029,7,14.33,4.86,32.35,34,0
145030,7,17.83,7.0,46.94,49,0
145031,5,12.5,2.6,15.38,13,2
145032,17,15.13,13.0,66.97,221,0
145033,9,11.25,1.67,46.67,15,0
145034,22,4.19,2.86,26.98,63,0
145035,4,7.33,7.0,39.29,28,0
145036,75,4.88,2.88,65.74,216,3
145037,22,11.86,6.05,51.13,133,0
145038,3,23.5,15.67,10.64,47,2
145039,8,14.86,9.38,20.0,75,2
145040,5,20.25,2.4,50.0,12,2
145041,5,8.25,5.6,21.43,28,0
145042,4,16.33,15.75,41.27,63,1
145043,4,11.33,8.5,23.53,34,0
145044,21,13.8,7.9,57.23,166,0
145045,5,17.5,12.0,33.33,60,2
145046,3,28.0,4.0,41.67,12,2
145047,10,21.44,22.4,37.5,224,1
145048,7,18.5,13.0,25.27,91,2
145049,16,11.87,8.81,49.65,141,0
145050,3,18.5,18.33,20.0,55,1
145051,3,17.5,3.33,20.0,10,2
145052,99,2.36,14.47,81.51,1433,3
145053,3,21.0,13.0,15.38,39,2
145054,17,12.06,2.41,51.22,41,0
145055,3,30.0,5.67,11.76,17,2
145056,6,23.8,10.83,32.31,65,2
145057,3,30.0,19.33,10.34,58,2
145058,8,7.86,5.75,78.26,46,0
145059,11,20.5,5.91,12.31,65,2
145060,6,3.4,4.0,12.5,24,0
145061,11,14.6,3.36,32.43,37,0
145062,14,21.77,6.79,65.26,95,0
145063,4,30.0,2.25,33.33,9,2
145064,6,17.4,9.83,38.98,59,2
145065,23,11.41,9.09,55.02,209,0
145066,13,9.75,3.31,48.84,43,0
145067,49,7.4,14.84,57.77,727,3
145068,29,6.64,13.28,55.06,385,0
145069,7,16.33,12.29,19.77,86,2
145070,99,3.0,5.43,73.79,538,3
145071,9,26.38,8.33,50.67,75,2
145072,52,6.75,19.73,76.32,1026,3
145073,3,10.5,8.0,25.0,24,0
145074,18,8.24,11.22,63.86,202,0
145075,99,2.36,5.38,76.92,533,3
145076,13,10.0,10.38,46.67,135,0
145077,12,12.73,2.92,71.43,35,0
145078,3,3.5,3.33,10.0,10,0
145079,72,5.07,8.5,88.89,612,3
145080,19,16.94,12.84,27.05,244,2
145081,48,6.94,8.75,69.76,420,3
145082,51,6.44,2.35,80.83,120,3
145083,65,4.59,10.77,61.57,700,3
145084,6,12.4,6.83,21.95,41,0
145085,8,17.14,13.38,31.78,107,2
145086,16,15.93,8.44,59.26,135,0
145087,18,16.12,5.11,35.87,92,0
145088,4,28.67,2.25,44.44,9,2
145089,13,24.0,14.15,54.89,184,1
145090,6,24.8,13.0,34.62,78,2
145091,32,10.77,9.59,65.47,307,3
145092,20,16.37,14.3,54.55,286,1
145093,26,11.48,36.62,69.54,952,1
145094,4,14.0,4.25,11.76,17,2
145095,34,10.7,12.62,69.93,429,3
145096,21,12.95,4.14,51.72,87,0
145097,7,18.67,7.57,11.32,53,2
145098,4,22.67,5.75,17.39,23,2
145099,4,21.0,2.5,40.0,10,2
145100,24,10.09,3.21,50.65,77,0
145101,5,18.0,13.6,26.47,68,2
145102,9,18.0,12.11,73.39,109,0
145103,6,7.8,12.17,13.7,73,0
145104,3,17.5,11.0,36.36,33,2
145105,3,21.5,5.67,11.76,17,2
145106,98,3.64,12.79,85.08,1253,3
145107,9,24.13,9.44,43.53,85,2
145108,3,24.5,13.67,31.71,41,2
145109,6,8.2,14.0,42.86,84,0
145110,40,8.31,11.43,63.46,457,3
145111,16,18.67,15.44,44.13,247,1
145112,19,12.5,4.53,59.3,86,0
145113,17,15.25,4.65,25.32,79,0
145114,14,18.54,17.0,22.27,238,1
145115,11,6.2,5.55,44.26,61,0
145116,3,30.0,11.33,8.82,34,2
145117,3,19.0,3.33,0.0,10,2
145118,10,8.22,24.9,69.48,249,1
145119,6,7.0,8.67,25.0,52,0
145120,12,15.82,4.5,38.89,54,0
145121,75,4.41,8.47,71.34,635,3
145122,9,22.13,8.11,38.36,73,2
145123,17,15.81,14.0,53.36,238,1
145124,7,19.67,15.86,30.63,111,1
145125,5,17.0,6.6,18.18,33,2
145126,5,19.25,9.2,26.09,46,2
145127,45,7.98,19.47,80.59,876,3
